year,country,broadcaster,artist,song,language,songwriter_s,conductor
1991,France,Antenne 2,Amina,C'est le dernier qui a parlé qui a raison,French,Amina AnnabiWasis Diop,Jérôme Pillement
1991,Germany,SFB,Atlantis 2000,Dieser Traum darf niemals sterben,German,Helmut FreyAlfons Weindorf,Hermann Weindorf
1991,Greece,ERT,Sophia Vossou,"Anixi"" (Άνοιξη)",Greek,Andreas Mikroutsikos,Haris Andreadis
1991,Iceland,RÚV,Stefán and Eyfi,Nína,Icelandic,Eyjólfur Kristjánsson,Jón Ólafsson
1991,Ireland,RTÉ,Kim Jackson [de; it; nl],Could It Be That I'm in Love,English,Liam Reilly,Noel Kelehan
1991,Israel,IBA,Duo Datz,"Kan"" (כאן)",Hebrew,Uzi Hitman,Kobi Oshrat
1991,Italy,RAI,Peppino di Capri,Comme è ddoce 'o mare,Neapolitan,Giampiero ArtegianiMarcello Marocchi,Bruno Canfora
1991,Luxembourg,CLT,Sarah Bray,Un baiser volé,French,Patrick HippertLinda Lecomte Mick Wersant,Francis Goya
1991,Malta,PBS,Paul Giordimaina and Georgina,Could It Be,English,Paul Abela Raymond Mahoney,Paul Abela
1991,Norway,NRK,Just 4 Fun,Mrs. Thompson,Norwegian,Dag KolsrudP.G. Roness Kaare Skevik Jr.,Pete Knutsen
1991,Portugal,RTP,Dulce,Lusitana paixão,Portuguese,Fred MicaeloZé da Ponte Jorge Quintela,Fernando Correia Martins
1991,Spain,TVE,Sergio Dalma,Bailar pegados,Spanish,Luis Gómez-EscolarJulio Seijas,Eduardo Leiva
1991,Sweden,SVT,Carola,Fångad av en stormvind,Swedish,Stephan Berg,Anders Berglund
1991,Switzerland,SRG SSR,Sandra Simó,Canzone per te,Italian,Renato Mascetti,Flaviano Cuffari
1991,Turkey,TRT,"Can Uğurluer, İzel Çeliköz and Reyhan Karaca",İki Dakika,Turkish,Aysel GürelŞevket Uğurluer,Turhan Yükseler
1991,United Kingdom,BBC,Samantha Janus,A Message to Your Heart,English,Paul Curtis,Ronnie Hazlehurst
1991,Yugoslavia,JRT,Baby Doll,"Brazil"" (Бразил)",Serbo-Croatian,Dragana ŠarićZoran Vračević,Slobodan Marković
1992,Austria,ORF,Tony Wegas,Zusammen geh'n,German,Dieter BohlenJoachim Horn-Bernges,Leon Ives
1992,Belgium,RTBF,Morgane,Nous on veut des violons,French,Claude BarzottiAnne-Marie Gaspard,Frank Fievez
1992,Cyprus,CyBC,Evridiki,"Teriazoume"" (Ταιριάζουμε)",Greek,George Theofanous,George Theofanous
1992,Denmark,DR,Lotte Nilsson and Kenny Lübcke,Alt det som ingen ser,Danish,Carsten Warming,Henrik Krogsgaard
1992,Finland,YLE,Pave,Yamma Yamma,Finnish,HectorPave,Olli Ahvenlahti
1992,France,Antenne 2,Kali,Monté la riviè,"French, Antillean Creole",Rémy BellenchombreKali,Magdi Vasco Noverraz
1992,Germany,MDR,Wind,Träume sind für alle da,German,Bernd MeinungerRalph Siegel,Norbert Daum
1992,Greece,ERT,Cleopatra,"Olou tou kosmou i elpida"" (Όλου του κόσμου η ελπίδα)",Greek,Christos Lagos,Haris Andreadis
1992,Iceland,RÚV,Heart 2 Heart,Nei eða já,Icelandic,Friðrik KarlssonGrétar Örvarsson Stefán Hilmarsson,Nigel Wright
1992,Ireland,RTÉ,Linda Martin,Why Me,English,Johnny Logan,Noel Kelehan
1992,Israel,IBA,Dafna,"Ze Rak Sport"" (זה רק ספורט)",Hebrew,Ehud ManorKobi Oshrat,Kobi Oshrat
1992,Italy,RAI,Mia Martini,Rapsodia,Italian,Giancarlo BigazziGiuseppe Dati,Marco Falagiani
1992,Luxembourg,CLT,Marion Welter and Kontinent,Sou fräi,Luxembourgish,Ab van GoorJang Linster,Christian Jacob
1992,Malta,PBS,Mary Spiteri,Little Child,English,Georgina AbelaRaymond Mahoney,Paul Abela
1992,Netherlands,NOS,Humphrey Campbell,Wijs me de weg,Dutch,Edwin Schimscheimer,Harry van Hoof
1992,Norway,NRK,Merethe Trøan,Visjoner,Norwegian,Eva Jansen Robert Morley,Rolf Løvland
1992,Portugal,RTP,Dina,Amor d'água fresca,Portuguese,Rosa Lobato de FariaOndina Veloso,Carlos Alberto Moniz
1992,Spain,TVE,Serafín,Todo esto es la música,Spanish,Luis Miguélez Alfredo Valbuena,Javier Losada
1992,Sweden,SVT,Christer Björkman,I morgon är en annan dag,Swedish,Niklas Strömstedt,Anders Berglund
1992,Switzerland,SRG SSR,Daisy Auvray [de; fr],Mister Music Man,French,Gordon Dent,Roby Seidel
1992,Turkey,TRT,Aylin Vatankoş,Yaz Bitti,Turkish,Aldoğan ŞimşekyayAylin Uçanlar,Aydın Özarı
1992,United Kingdom,BBC,Michael Ball,One Step Out of Time,English,Paul DaviesTony RyanVictor Stratton,Ronnie Hazlehurst
1992,Yugoslavia,JRT,Extra Nena,"Ljubim te pesmama"" (Љубим те песмама)",Serbian,Gale JankovićRadivoje Radivojević,Anders Berglund
1993,Austria,ORF,Tony Wegas,Maria Magdalena,German,Johann BertlChristian Kolonovits Thomas Spitzer,Christian Kolonovits
1993,Belgium,BRTN,Barbara,Iemand als jij,Dutch,TobanaMarc Vliegen,Bert Candries
1993,Bosnia and Herzegovina,RTVBiH,Fazla,Sva bol svijeta,Bosnian,Dino DervišhalidovićFahrudin Pecikoza,Noel Kelehan
1993,Croatia,HRT,Put,Don't Ever Cry,"Croatian, English",Andrej Baša Đorđe Novković,Andrej Baša
1993,Cyprus,CyBC,Zymboulakis and Van Beke,"Mi stamatas"" (Μη σταματάς)",Greek,Aristos MoschovakisRodoula Papalambrianou,George Theofanous
1993,Denmark,DR,Seebach Band,Under stjernerne på himlen,Danish,Keld HeickTommy Seebach,George Keller
1993,Finland,YLE,Katri Helena,Tule luo,Finnish,Matti Puurtinen Jukka Saarinen,Olli Ahvenlahti
1993,France,France Télévision,Patrick Fiori,Mama Corsica,"French, Corsican",François Valéry,Christian Cravero
1993,Germany,MDR,Münchener Freiheit,Viel zu weit,German,Stefan Zauner,Norbert Daum
1993,Greece,ERT,Katerina Garbi,"Ellada, hora tou fotos"" (Ελλάδα, χώρα του φωτός)",Greek,Dimosthenis Stringlis,Haris Andreadis
1993,Iceland,RÚV,Inga,Þá veistu svarið,Icelandic,Friðrik SturlusonJon Kjell Seljeseth,Jon Kjell Seljeseth
1993,Ireland,RTÉ,Niamh Kavanagh,In Your Eyes,English,Jimmy Walsh,Noel Kelehan
1993,Israel,IBA,Lehakat Shiru,"Shiru"" (שירו)","Hebrew, English",David ChrisShaike Paikov Yoram Taharlev,Amir Frohlich
1993,Italy,RAI,Enrico Ruggeri,Sole d'Europa,Italian,Enrico Ruggeri,Vittorio Cosma
1993,Luxembourg,CLT,Modern Times,Donne-moi une chance,"French, Luxembourgish",Patrick HippertJimmy Martin,Francis Goya
1993,Malta,PBS,William Mangion,This Time,English,William Mangion,Joseph Sammut
1993,Netherlands,NOS,Ruth Jacott,Vrede,Dutch,Jochem FluitsmaEric van TijnHenk Westbroek,Harry van Hoof
1993,Norway,NRK,Silje Vige,Alle mine tankar,Norwegian,Bjørn Erik Vige,Rolf Løvland
1993,Portugal,RTP,Anabela,A cidade até ser dia,Portuguese,Pedro AbrantesPaulo da CostaMarco Quelhas,Armindo Neves
1993,Slovenia,RTVSLO,1X Band,Tih deževen dan,Slovene,Tomaž KosecCole Moretti,Jože Privšek
1993,Spain,TVE,Eva Santamaría,Hombres,Spanish,Carlos Toro,Eduardo Leiva
1993,Sweden,SVT,Arvingarna,Eloise,Swedish,Lasse HolmGert Lengstrand,Curt-Eric Holmquist
1993,Switzerland,SRG SSR,Annie Cotton,"Moi, tout simplement",French,Christophe DucJean-Jacques Egli,Marc Sorrentino
1993,Turkey,TRT,"Burak Aydos , Öztürk Baybora and Serter",Esmer Yarim,Turkish,Burak Aydos,Noel Kelehan
1993,United Kingdom,BBC,Sonia,Better the Devil You Know,English,Dean CollinsonRed,Nigel Wright
1994,Austria,ORF,Petra Frey,Für den Frieden der Welt,German,Brunner & BrunnerAlfons Weindorf,Hermann Weindorf
1994,Bosnia and Herzegovina,RTVBiH,Alma and Dejan,Ostani kraj mene,Bosnian,Adi Mulahalilović Edo Mulahalilović,Sinan Alimanović
1994,Croatia,HRT,Tony Cetinski,Nek' ti bude ljubav sva,Croatian,Željen KlašterkaŽeljko Krznarić,Miljenko Prohaska
1994,Cyprus,CyBC,Evridiki,"Ime anthropos ki ego"" (Είμαι άνθρωπος κι εγώ)",Greek,George Theofanous,George Theofanous
1994,Estonia,ETV,Silvi Vrait,Nagu merelaine,Estonian,Ivar MustLeelo Tungal,Urmas Lattikas
1994,Finland,YLE,CatCat,Bye Bye Baby,Finnish,"Markku ""Make"" LentonenKari Salli",Olli Ahvenlahti
1994,France,France Télévision,Nina Morato,Je suis un vrai garçon,French,Bruno Maman Nina Morato,Alain Goraguer
1994,Germany,MDR,Mekado,Wir geben 'ne Party,German,Bernd MeinungerRalph Siegel,Norbert Daum
1994,Greece,ERT,Kostas Bigalis and the Sea Lovers,"To trehandiri (Diri Diri)"" (Το τρεχαντήρι (Ντίρι Ντίρι))",Greek,Kostas Bigalis,Noel Kelehan
1994,Hungary,MTV,Friderika,Kinek mondjam el vétkeimet?,Hungarian,Szilveszter Jenei,Péter Wolf
1994,Iceland,RÚV,Sigga,Nætur,Icelandic,Friðrik KarlssonStefán Hilmarsson,Frank McNamara
1994,Ireland,RTÉ,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,English,Brendan Graham,No conductor
1994,Lithuania,LRT,Ovidijus Vyšniauskas,Lopšinė mylimai,Lithuanian,Ovidijus VyšniauskasGintaras Zdebskis,Tomas Leiburas
1994,Malta,PBS,Moira Stafrace and Christopher Scicluna,More Than Love,English,Christopher SciclunaMoira Stafrace,Anthony Chircop
1994,Netherlands,NOS,Willeke Alberti,Waar is de zon,Dutch,Coot van Doesburgh Edwin Schimscheimer,Harry van Hoof
1994,Norway,NRK,Elisabeth Andreasson and Jan Werner Danielsen,Duett,Norwegian,Rolf LøvlandHans Olav Mørk,Pete Knutsen
1994,Poland,TVP,Edyta Górniak,To nie ja!,Polish,Jacek Cygan Stanisław Syrewicz,Noel Kelehan
1994,Portugal,RTP,Sara,Chamar a música,Portuguese,Rosa Lobato de FariaJoão Carlos Mota Oliveira,Thilo Krasmann
1994,Romania,TVR,Dan Bittman,Dincolo de nori,Romanian,Dan BittmanAntonio Furtuna,Noel Kelehan
1994,Russia,RTR,Youddiph,"Vechny strannik""(Вечный странник)",Russian,PiligrimLev Zemlinski,Lev Zemlinski
1994,Slovakia,STV,Martin Ďurinda and Tublatanka,Nekonečná pieseň,Slovak,Martin ĎurindaMartin Sarvaš,Vladimír Valovič
1994,Spain,TVE,Alejandro Abad,Ella no es ella,Spanish,Alejandro Abad,Josep Llobell
1994,Sweden,SVT,Marie Bergman and Roger Pontare,Stjärnorna,Swedish,Peter BertilssonMikael Littwold,Anders Berglund
1994,Switzerland,SRG SSR,Duilio [de; fr],Sto pregando,Italian,Giuseppe Scaramella,Valeriano Chiaravalle
1994,United Kingdom,BBC,Frances Ruffelle,We Will Be Free (Lonely Symphony),English,George De AngelisMark Dean,Michael Reed
1995,Austria,ORF,Stella Jones,Die Welt dreht sich verkehrt,German,Mischa Krausz,Michael Kienzl
1995,Belgium,RTBF,Frédéric Etherlinck,La voix est libre,French,Pierre Theunis,Alec Mansion
1995,Bosnia and Herzegovina,RTVBiH,Davor Popović,Dvadeset prvi vijek,Bosnian,Sinan AlimanovićZlatan Fazlić,Sinan Alimanović
1995,Croatia,HRT,Magazin and Lidija,Nostalgija,Croatian,Tonči HuljićVjekoslava Huljić,Stipica Kalogjera
1995,Cyprus,CyBC,Alexandros Panayi,"Sti fotia"" (Στη φωτιά)",Greek,Alexandros Panayi,George Theofanous
1995,Denmark,DR,Aud Wilken,Fra Mols til Skagen,Danish,Lise CabbleMette Mathiesen,Frede Ewert
1995,France,France Télévision,Nathalie Santamaria,Il me donne rendez-vous,French,Didier BarbelivienFrançois Bernheim,Michel Bernholc
1995,Germany,MDR,Stone & Stone,Verliebt in Dich,German,Cheyenne Stone,Hermann Weindorf
1995,Greece,ERT,Elina Konstantopoulou,"Pia prosefhi"" (Ποιά προσευχή)",Greek,Antonis PappasNikos Terzis,Haris Andreadis
1995,Hungary,MTV,Csaba Szigeti,Új név egy régi ház falán,Hungarian,Ferenc BalázsAttila Horváth,Miklós Malek
1995,Iceland,RÚV,Bo Halldórsson,Núna,Icelandic,Björgvin HalldórssonJón Örn MarinóssonEd Welch,Frank McNamara
1995,Ireland,RTÉ,Eddie Friel,Dreamin',English,Richard AbbottBarry Woods,Noel Kelehan
1995,Israel,IBA,Liora,"Amen"" (אמן)",Hebrew,Hamutal Ben Ze'ev Moshe Datz,Gadi Goldman
1995,Malta,PBS,Mike Spiteri,Keep Me in Mind,English,Ray AgiusAlfred Sant,Ray Agius
1995,Norway,NRK,Secret Garden,Nocturne,Norwegian,Rolf LøvlandPetter Skavlan,Geir Langslet
1995,Poland,TVP,Justyna,Sama,Polish,Mateusz Pospieszalski Wojciech Waglewski,Noel Kelehan
1995,Portugal,RTP,Tó Cruz,Baunilha e chocolate,Portuguese,António Victorino de AlmeidaRosa Lobato de Faria,Thilo Krasmann
1995,Russia,ORT,Philipp Kirkorov,"Kolybelnaya dlya vulkana"" (Колыбельная для вулкана)",Russian,Ilya BershadskyIlya Reznik,Mikhail Finberg
1995,Slovenia,RTVSLO,Darja Švajger,Prisluhni mi,Slovene,Sašo FajonPrimož Peterca,Jože Privšek
1995,Spain,TVE,Anabel Conde,Vuelve conmigo,Spanish,José María Purón,Eduardo Leiva
1995,Sweden,SVT,Jan Johansen,Se på mej,Swedish,"Håkan Almqvist Ingela ""Pling"" ForsmanBobby Ljunggren",Anders Berglund
1995,Turkey,TRT,Arzu Ece,Sev!,Turkish,Melih KibarZeynep Talu,Melih Kibar
1995,United Kingdom,BBC,Love City Groove,Love City Groove,English,"Paul HardyTatiana MaisStephen ""Beanz"" RuddenJay Williams",Mike Dixon
1996,Austria,ORF,George Nussbaumer,Weil's dr guat got,German,Mischa Krausz George Nussbaumer,Mischa Krausz
1996,Belgium,BRTN,Lisa del Bo,Liefde is een kaartspel,Dutch,Siirak BrogdenDaniël DitmarJohn Terra,Bob Porter
1996,Bosnia and Herzegovina,RTVBiH,Amila Glamočak,Za našu ljubav,Bosnian,Sinan AlimanovićAdnan BajramovićAida Frljak,Sinan Alimanović
1996,Croatia,HRT,Maja Blagdan,Sveta ljubav,Croatian,Zrinko Tutić,Alan Bjelinski
1996,Cyprus,CyBC,Constantinos,"Mono gia mas"" (Μόνο για μας)",Greek,Andreas GiorgallisRodoula Papalambrianou,Stavros Lantsias
1996,Estonia,ETV,Maarja-Liis Ilus and Ivo Linna,Kaelakee hääl,Estonian,Priit Pajusaar Kaari Sillamaa,Tarmo Leinatamm
1996,Finland,YLE,Jasmine,Niin kaunis on taivas,Finnish,Timo Niemi,Olli Ahvenlahti
1996,France,France Télévision,Dan Ar Braz and l'Héritage des Celtes,Diwanit bugale,Breton,Dan Ar Braz,Fiachra Trench
1996,Greece,ERT,Marianna Efstratiou,"Emis forame to himona anixiatika""(Εμείς φοράμε το χειμώνα ανοιξιάτικα)",Greek,Kostas BigalisIro Trigoni,Michalis Rozakis
1996,Iceland,RÚV,Anna Mjöll,Sjúbídú,Icelandic,Anna Mjöll ÓlafsdóttirÓlafur Gaukur Þórhallsson,Ólafur Gaukur Þórhallsson
1996,Ireland,RTÉ,Eimear Quinn,The Voice,English,Brendan Graham,Noel Kelehan
1996,Malta,PBS,Miriam Christine,In a Woman's Heart,English,Paul Abela Alfred Sant,Paul Abela
1996,Netherlands,NOS,Maxine and Franklin Brown,De eerste keer,Dutch,Peter van Asten Piet Souer,Dick Bakker
1996,Norway,NRK,Elisabeth Andreassen,I evighet,Norwegian,Torhild Nigar,Frode Thingnæs
1996,Poland,TVP,Kasia Kowalska,Chcę znać swój grzech,Polish,Robert Amirian Kasia Kowalska,Wiesław Pieregorólka
1996,Portugal,RTP,Lúcia Moniz,O meu coração não tem cor,Portuguese,José Fanha Pedro Osório,Pedro Osório
1996,Slovakia,STV,Marcel Palonder,Kým nás máš,Slovak,Juraj Burian Jozef Urban,Juraj Burian
1996,Slovenia,RTVSLO,Regina,Dan najlepših sanj,Slovene,Aleksander Kogoj,Jože Privšek
1996,Spain,TVE,Antonio Carbonell,"Ay, qué deseo",Spanish,Antonio CarmonaJosé Miguel CarmonaJuan Carmona,Eduardo Leiva
1996,Sweden,SVT,One More Time,Den vilda,Swedish,Nanne GrönvallPeter Grönvall,Anders Berglund
1996,Switzerland,SRG SSR,Kathy Leander,Mon cœur l'aime,French,Régis Mounir,Rui dos Reis
1996,Turkey,TRT,Şebnem Paker,Beşinci Mevsim,Turkish,Levent ÇokerSelma Çuhacı,Levent Çoker
1996,United Kingdom,BBC,Gina G,Ooh Aah... Just a Little Bit,English,Steve RodwaySimon Tauber,Ernie Dunstall
1997,Austria,ORF,Bettina Soriat,One Step,German,Marc BerryIna Siber,No conductor
1997,Bosnia and Herzegovina,RTVBiH,Alma Čardžić,Goodbye,Bosnian,Sinan AlimanovićMilić Vukašinović,Sinan Alimanović
1997,Croatia,HRT,E.N.I.,Probudi me,Croatian,Alida ŠararDavor Tolja,No conductor
1997,Cyprus,CyBC,Hara and Andreas Konstantinou,"Mana mou"" (Μάνα μου)",Greek,Constantina Konstantinou,Stavros Lantsias
1997,Denmark,DR,Kølig Kaj,Stemmen i mit liv,Danish,Thomas LægaardLars Pedersen,Jan Glæsel
1997,Estonia,ETV,Maarja,Keelatud maa,Estonian,Harmo Kallaste Kaari Sillamaa,Tarmo Leinatamm
1997,France,France Télévision,Fanny,Sentiments songes,French,Jean-Paul Dréau,Régis Dupré
1997,Germany,NDR,Bianca Shomburg,Zeit,German,Bernd MeinungerRalph Siegel,No conductor
1997,Greece,ERT,Marianna Zorba,"Horepse"" (Χόρεψε)",Greek,Manolis Manouselis,Anacreon Papageorgiou
1997,Hungary,MTV,V.I.P.,"Miért kell, hogy elmenj?",Hungarian,Krisztina Bokor FeketeSándor JózsaAttila Környei Viktor Rakonczai,Péter Wolf
1997,Iceland,RÚV,Paul Oscar,Minn hinsti dans,Icelandic,Páll Óskar HjálmtýssonTrausti Haraldsson,Szymon Kuran
1997,Ireland,RTÉ,Marc Roberts,Mysterious Woman,English,John Farry,No conductor
1997,Italy,RAI,Jalisse,Fiumi di parole,Italian,Carmen di DomenicoAlessandra DrusianFabio Ricci,Lucio Fabbri
1997,Malta,PBS,Debbie Scerri [de; fr; it],Let Me Fly,English,Ray Agius,Ray Agius
1997,Netherlands,NOS,Mrs. Einstein,Niemand heeft nog tijd,Dutch,Ed Hooijmans,Dick Bakker
1997,Norway,NRK,Tor Endresen,San Francisco,Norwegian,Tor EndresenArne Myksvoll,Geir Langslet
1997,Poland,TVP,Anna Maria Jopek,Ale jestem,Polish,Magda Czapińska Tomasz Lewandowski,Krzesimir Dębski
1997,Portugal,RTP,Célia Lawson,Antes do adeus,Portuguese,Rosa Lobato de FariaThilo Krasmann,Thilo Krasmann
1997,Russia,ORT,Alla Pugacheva,"Primadonna"" (Примадонна)",Russian,Alla Pugacheva,Rutger Gunnarsson
1997,Slovenia,RTVSLO,Tanja Ribič,Zbudi se,Slovene,Saša LošićZoran Predin,Mojmir Sepe
1997,Spain,TVE,Marcos Llunas,Sin rencor,Spanish,Marcos Llunas,Toni Xuclà
1997,Sweden,SVT,Blond,Bara hon älskar mig,Swedish,Stephan Berg,Curt-Eric Holmquist
1997,Switzerland,SRG SSR,Barbara Berta,Dentro di me,Italian,Barbara Berta,Pietro Damiani
1997,Turkey,TRT,Şebnem Paker and Grup Ethnic,Dinle,Turkish,Mehtap AlnıtemizLevent Çoker,Levent Çoker
1997,United Kingdom,BBC,Katrina and the Waves,Love Shine a Light,English,Kimberley Rew,Don Airey
1998,Belgium,RTBF,Mélanie Cohl,Dis oui,French,Philippe Swan,No conductor
1998,Croatia,HRT,Danijela,Neka mi ne svane,Croatian,Petar Grašo,Stipica Kalogjera
1998,Cyprus,CyBC,Michael Hajiyanni,"Genesis"" (Γένεσις)",Greek,Michalis HatzigiannisZenon Zindilis,Costas Cacogiannis
1998,Estonia,ETV,Koit Toome,Mere lapsed,Estonian,Peeter PruuliMaria RahulaTomi Rahula,Heiki Vahar
1998,Finland,YLE,Edea,Aava,Finnish,Alexi AhoniemiTommy Mansikka-Aho,Olli Ahvenlahti
1998,France,France Télévision,Marie Line,Où aller,French,Moïse CrespyJean-Philippe DaryMarie-Line MarolanyMicaël Sene,Martin Koch
1998,Germany,NDR,Guildo Horn,Guildo hat euch lieb,German,Stefan Raab,Stefan Raab
1998,Greece,ERT,Thalassa,"Mia krifi evaisthisia"" (Μια κρυφή ευαισθησία)",Greek,Yiannis MalachiasYiannis Valvis,No conductor
1998,Hungary,MTV,Charlie,A holnap már nem lesz szomorú,Hungarian,Attila Horváth István Lerch,Miklós Malek
1998,Ireland,RTÉ,Dawn Martin,Is Always Over Now,English,Gerry Morgan,Noel Kelehan
1998,Israel,IBA,Dana International,"Diva"" (דיווה)",Hebrew,Yoav Ginai Svika Pick,No conductor
1998,Macedonia,MRT,Vlado Janevski,"Ne zori, zoro"" (Не зори, зоро)",Macedonian,Vlado JanevskiGrigor Koprov,Aleksandar Džambazov
1998,Malta,PBS,Chiara,The One That I Love,English,Sunny AquilinaJason Paul Cassar,No conductor
1998,Netherlands,NOS,Edsilia,Hemel en aarde,Dutch,Jochem FluitsmaEric van Tijn,Dick Bakker
1998,Norway,NRK,Lars A. Fredriksen,Alltid sommer,Norwegian,David Eriksen Linda Andernach JohannesenPer Kristian Ottestad,Geir Langslet
1998,Poland,TVP,Sixteen,To takie proste,Polish,Olga PruszkowskaJarosław Pruszkowski,Wiesław Pieregorólka
1998,Portugal,RTP,Alma Lusa,Se eu te pudesse abraçar,Portuguese,José Cid,Mike Sergeant
1998,Romania,TVR,Mălina Olinescu,Eu cred,Romanian,Adrian Romcescu Liliana Ștefan,Adrian Romcescu
1998,Slovakia,STV,Katarína Hasprová,Modlitba,Slovak,Gabriel Dušík Anna Wepperyová,Vladimír Valovič
1998,Slovenia,RTVSLO,Vili Resnik,Naj bogovi slišijo,Slovene,Matjaž Vlašič Urša Vlašič,Mojmir Sepe
1998,Spain,TVE,Mikel Herzog,¿Qué voy a hacer sin ti?,Spanish,Alberto EstébanezMikel Herzog,Alberto Estébanez
1998,Sweden,SVT,Jill Johnson,Kärleken är,Swedish,"Håkan Almqvist Ingela ""Pling"" ForsmanBobby Ljunggren",Anders Berglund
1998,Switzerland,SRG SSR,Gunvor,Lass ihn,German,Egon EgemannGunvor Guggisberg,No conductor
1998,Turkey,TRT,Tüzmen,Unutamazsın,Turkish,Canan TunçErdinç Tunç,Ümit Eroğlu
1998,United Kingdom,BBC,Imaani,Where Are You?,English,Scott EnglishPhil ManikizaSimon Stirling,James McMillan
1999,Austria,ORF,Bobbie Singer,Reflection,English,Dave Moskin,NA
1999,Belgium,VRT,Vanessa Chinitor,Like the Wind,English,Ilia BeyersWim ClaesEmma Philippa HjälmåsJohn Terra,NA
1999,Bosnia and Herzegovina,RTVBiH,Dino and Béatrice,Putnici,"Bosnian, French",Dino Dervišhalidović,NA
1999,Croatia,HRT,Doris,Marija Magdalena,Croatian,Tonči HuljićVjekoslava Huljić,NA
1999,Cyprus,CyBC,Marlain,"Tha'ne erotas"" (Θα'ναι έρωτας)",Greek,George KallisAndreas Karanicolas,NA
1999,Denmark,DR,Trine Jepsen and Michael Teschl,This Time I Mean It,English,Ebbe Ravn,NA
1999,Estonia,ETV,Evelin Samuel and Camille,Diamond of Night,English,Maian-Anna KärmasPriit Pajusaar Glen Pilvre Kaari Sillamaa,NA
1999,France,France Télévision,Nayah,Je veux donner ma voix,French,Gilles ArcensRené ColombiesPascal GraczykLuigi Rutigliano,NA
1999,Germany,NDR,Sürpriz,Journey to Jerusalem – Kudüs'e Seyahat,"German, Turkish, English",Bernd MeinungerRalph Siegel,NA
1999,Iceland,RÚV,Selma,All Out of Luck,English,Selma BjörnsdóttirSveinbjörn I. Baldvinsson Þorvaldur Bjarni Þorvaldsson,NA
1999,Ireland,RTÉ,The Mullans,When You Need Me,English,Bronagh Mullan,NA
1999,Israel,IBA,Eden,Happy Birthday,"English, Hebrew",Gabriel Butler Moshe DatzYa'akov Lamai Jacky Oved,NA
1999,Lithuania,LRT,Aistė,Strazdas,Samogitian,Sigitas GedaLinas Rimša,NA
1999,Malta,PBS,Times Three,Believe 'n Peace,English,Christopher SciclunaMoira Stafrace,NA
1999,Netherlands,NOS,Marlayne,One Good Reason,English,Alan MichaelTjeerd van Zanen,NA
1999,Norway,NRK,Van Eijk,Living My Life Without You,English,Stig André van Eijk,NA
1999,Poland,TVP,Mietek Szcześniak,Przytul mnie mocno,Polish,Seweryn KrajewskiWojciech Ziembicki,NA
1999,Portugal,RTP,Rui Bandeira,Como tudo começou,Portuguese,Tó AndradeJorge do Carmo,NA
